Vendedor	Produto	Estado	Mês	Cliente	Valor	Quantidade
MIRIAN	Rodas aro 20"	TO	Novembro	Pessoa Jurídica	2479	18
MURILO	Rodas aro 21"	TO	Abril	Pessoa Física	3200	15
ROBERTO	Rodas aro 22"	TO	Novembro	Pessoa Jurídica	3921	14
MYSLAINE	Rodas aro 13"	RJ	Novembro	Pessoa Física	780	11
KATIA	Rodas aro 14"	RN	Agosto	Pessoa Física	980	9
VANESSA	Rodas aro 15"	RO	Dezembro	Pessoa Física	1020	8
RENATA	Rodas aro 16"	DF	Julho	Pessoa Jurídica	1340	8
CAIO	Rodas aro 17"	ES	Março	Pessoa Jurídica	1870	7
PRISCILA	Rodas aro 18"	PR	Maio	Pessoa Jurídica	1910	4
MIRIAN	Rodas aro 19"	RS	Maio	Pessoa Física	2240	107
MURILO	Rodas aro 20"	RO	Dezembro	Pessoa Jurídica	2479	103
ROBERTO	Rodas aro 21"	TO	Janeiro	Pessoa Física	3200	100
MYSLAINE	Rodas aro 22"	PA	Abril	Pessoa Física	3921	99
KATIA	Rodas aro 13"	PR	Fevereiro	Pessoa Física	780	98
VANESSA	Rodas aro 14"	PE	Março	Pessoa Jurídica	980	97
RENATA	Rodas aro 15"	SE	Junho	Pessoa Jurídica	1020	95
CAIO	Rodas aro 16"	CE	Agosto	Pessoa Jurídica	1340	95
PRISCILA	Rodas aro 17"	CE	Junho	Pessoa Física	1870	92
MIRIAN	Rodas aro 18"	GO	Fevereiro	Pessoa Jurídica	1910	91
MURILO	Rodas aro 19"	TO	Março	Pessoa Física	2240	91
ROBERTO	Rodas aro 20"	PA	Setembro	Pessoa Física	2479	91
MYSLAINE	Rodas aro 21"	RJ	Junho	Pessoa Física	3200	91
KATIA	Rodas aro 22"	SP	Fevereiro	Pessoa Jurídica	3921	89
VANESSA	Rodas aro 13"	RN	Dezembro	Pessoa Jurídica	780	89
RENATA	Rodas aro 14"	MA	Novembro	Pessoa Jurídica	980	86
CAIO	Rodas aro 15"	AP	Janeiro	Pessoa Física	1020	83
PRISCILA	Rodas aro 16"	SE	Fevereiro	Pessoa Jurídica	1340	83
MIRIAN	Rodas aro 17"	AP	Junho	Pessoa Física	1870	81
MURILO	Rodas aro 18"	AL	Junho	Pessoa Física	1910	80
ROBERTO	Rodas aro 19"	PR	Maio	Pessoa Física	2240	78
MYSLAINE	Rodas aro 20"	AM	Setembro	Pessoa Jurídica	2479	75
KATIA	Rodas aro 21"	PE	Fevereiro	Pessoa Jurídica	3200	75
VANESSA	Rodas aro 22"	GO	Maio	Pessoa Jurídica	3921	75
RENATA	Rodas aro 13"	GO	Abril	Pessoa Física	780	74
CAIO	Rodas aro 14"	CE	Setembro	Pessoa Jurídica	980	74
PRISCILA	Rodas aro 15"	RJ	Agosto	Pessoa Física	1020	73
MIRIAN	Rodas aro 16"	RO	Maio	Pessoa Física	1340	73
MURILO	Rodas aro 17"	PB	Setembro	Pessoa Física	1870	72
ROBERTO	Rodas aro 18"	RN	Fevereiro	Pessoa Jurídica	1910	64
MYSLAINE	Rodas aro 19"	PE	Agosto	Pessoa Jurídica	2240	64
KATIA	Rodas aro 20"	DF	Março	Pessoa Jurídica	2479	63
VANESSA	Rodas aro 21"	PR	Dezembro	Pessoa Física	3200	63
RENATA	Rodas aro 22"	PB	Outubro	Pessoa Jurídica	3921	62
CAIO	Rodas aro 13"	BA	Fevereiro	Pessoa Física	780	60
PRISCILA	Rodas aro 14"	RS	Agosto	Pessoa Física	980	60
MIRIAN	Rodas aro 15"	CE	Maio	Pessoa Física	1020	59
MURILO	Rodas aro 16"	CE	Outubro	Pessoa Jurídica	1340	56
ROBERTO	Rodas aro 17"	AP	Fevereiro	Pessoa Jurídica	1870	56
MYSLAINE	Rodas aro 18"	PB	Fevereiro	Pessoa Jurídica	1910	55
KATIA	Rodas aro 19"	MA	Janeiro	Pessoa Física	2240	54
VANESSA	Rodas aro 20"	SP	Fevereiro	Pessoa Jurídica	2479	52
RENATA	Rodas aro 21"	PE	Setembro	Pessoa Física	3200	49
CAIO	Rodas aro 22"	AP	Março	Pessoa Física	3921	48
PRISCILA	Rodas aro 13"	AP	Setembro	Pessoa Física	780	48
MIRIAN	Rodas aro 14"	MS	Agosto	Pessoa Jurídica	980	47
MURILO	Rodas aro 15"	AC	Janeiro	Pessoa Jurídica	1020	47
ROBERTO	Rodas aro 16"	AP	Fevereiro	Pessoa Jurídica	1340	47
MYSLAINE	Rodas aro 17"	MT	Janeiro	Pessoa Física	1870	46
KATIA	Rodas aro 18"	AM	Abril	Pessoa Jurídica	1910	46
VANESSA	Rodas aro 19"	DF	Janeiro	Pessoa Física	2240	46
RENATA	Rodas aro 20"	PR	Setembro	Pessoa Física	2479	45
CAIO	Rodas aro 21"	PI	Abril	Pessoa Física	3200	43
PRISCILA	Rodas aro 22"	BA	Junho	Pessoa Jurídica	3921	43
MIRIAN	Rodas aro 13"	MT	Julho	Pessoa Jurídica	780	42
MURILO	Rodas aro 14"	PB	Julho	Pessoa Jurídica	980	42
ROBERTO	Rodas aro 15"	RN	Julho	Pessoa Física	1020	41
MYSLAINE	Rodas aro 16"	AL	Maio	Pessoa Jurídica	1340	41
KATIA	Rodas aro 17"	PB	Março	Pessoa Física	1870	40
VANESSA	Rodas aro 18"	PI	Abril	Pessoa Física	1910	39
RENATA	Rodas aro 19"	RO	Julho	Pessoa Física	2240	39
CAIO	Rodas aro 20"	CE	Janeiro	Pessoa Jurídica	2479	38
PRISCILA	Rodas aro 21"	SE	Janeiro	Pessoa Jurídica	3200	38
MIRIAN	Rodas aro 22"	RR	Maio	Pessoa Jurídica	3921	37
MURILO	Rodas aro 13"	MG	Março	Pessoa Física	780	30
ROBERTO	Rodas aro 14"	MS	Abril	Pessoa Jurídica	980	29
MYSLAINE	Rodas aro 15"	CE	Agosto	Pessoa Física	1020	28
KATIA	Rodas aro 16"	RN	Novembro	Pessoa Física	1340	27
VANESSA	Rodas aro 17"	SP	Março	Pessoa Física	1870	27
RENATA	Rodas aro 18"	PB	Setembro	Pessoa Jurídica	1910	27
CAIO	Rodas aro 19"	MS	Abril	Pessoa Jurídica	2240	26
PRISCILA	Rodas aro 20"	AM	Julho	Pessoa Jurídica	2479	26
MIRIAN	Rodas aro 21"	TO	Setembro	Pessoa Física	3200	26
MURILO	Rodas aro 22"	AM	Setembro	Pessoa Jurídica	3921	26
ROBERTO	Rodas aro 13"	RN	Junho	Pessoa Física	780	26
MYSLAINE	Rodas aro 14"	TO	Janeiro	Pessoa Física	980	26
KATIA	Rodas aro 15"	AC	Novembro	Pessoa Física	1020	24
VANESSA	Rodas aro 16"	GO	Fevereiro	Pessoa Jurídica	1340	22
RENATA	Rodas aro 17"	ES	Março	Pessoa Jurídica	1870	21
CAIO	Rodas aro 18"	RN	Janeiro	Pessoa Jurídica	1910	21
PRISCILA	Rodas aro 19"	SE	Fevereiro	Pessoa Física	2240	20
MIRIAN	Rodas aro 20"	PR	Março	Pessoa Jurídica	2479	19
MURILO	Rodas aro 21"	PE	Outubro	Pessoa Física	3200	18
ROBERTO	Rodas aro 22"	RN	Abril	Pessoa Física	3921	18
MYSLAINE	Rodas aro 13"	PB	Julho	Pessoa Física	780	17
KATIA	Rodas aro 14"	MG	Março	Pessoa Jurídica	980	17
VANESSA	Rodas aro 15"	PB	Maio	Pessoa Jurídica	1020	15
RENATA	Rodas aro 16"	SC	Julho	Pessoa Jurídica	1340	13
CAIO	Rodas aro 17"	MG	Fevereiro	Pessoa Física	1870	12
PRISCILA	Rodas aro 18"	MS	Julho	Pessoa Jurídica	1910	11
MIRIAN	Rodas aro 19"	TO	Outubro	Pessoa Física	2240	10
MURILO	Rodas aro 20"	TO	Novembro	Pessoa Física	2479	9
ROBERTO	Rodas aro 21"	RN	Junho	Pessoa Física	3200	9
MYSLAINE	Rodas aro 22"	SP	Janeiro	Pessoa Jurídica	3921	7
KATIA	Rodas aro 13"	PE	Novembro	Pessoa Jurídica	780	5
VANESSA	Rodas aro 14"	MG	Março	Pessoa Jurídica	980	109
RENATA	Rodas aro 15"	AL	Setembro	Pessoa Física	1020	109
CAIO	Rodas aro 16"	MG	Dezembro	Pessoa Jurídica	1340	108
PRISCILA	Rodas aro 17"	SC	Fevereiro	Pessoa Física	1870	107
MIRIAN	Rodas aro 18"	SP	Setembro	Pessoa Física	1910	106
MURILO	Rodas aro 19"	PA	Novembro	Pessoa Física	2240	105
ROBERTO	Rodas aro 20"	PI	Março	Pessoa Jurídica	2479	100
MYSLAINE	Rodas aro 21"	SC	Março	Pessoa Jurídica	3200	98
KATIA	Rodas aro 22"	RR	Maio	Pessoa Jurídica	3921	96
VANESSA	Rodas aro 13"	DF	Junho	Pessoa Física	780	96
RENATA	Rodas aro 14"	MG	Dezembro	Pessoa Jurídica	980	94
CAIO	Rodas aro 15"	CE	Junho	Pessoa Física	1020	94
PRISCILA	Rodas aro 16"	BA	Novembro	Pessoa Física	1340	94
MIRIAN	Rodas aro 17"	AM	Setembro	Pessoa Física	1870	92
MURILO	Rodas aro 18"	MG	Junho	Pessoa Jurídica	1910	92
ROBERTO	Rodas aro 19"	MS	Julho	Pessoa Jurídica	2240	92
MYSLAINE	Rodas aro 20"	BA	Agosto	Pessoa Jurídica	2479	84
KATIA	Rodas aro 21"	AC	Junho	Pessoa Física	3200	83
VANESSA	Rodas aro 22"	PR	Julho	Pessoa Jurídica	3921	83
RENATA	Rodas aro 13"	ES	Outubro	Pessoa Física	780	82
CAIO	Rodas aro 14"	RS	Outubro	Pessoa Física	980	81
PRISCILA	Rodas aro 15"	MT	Março	Pessoa Física	1020	81
MIRIAN	Rodas aro 16"	RO	Fevereiro	Pessoa Jurídica	1340	81
MURILO	Rodas aro 17"	ES	Julho	Pessoa Jurídica	1870	80
ROBERTO	Rodas aro 18"	RR	Maio	Pessoa Jurídica	1910	79
MYSLAINE	Rodas aro 19"	AC	Dezembro	Pessoa Física	2240	79
KATIA	Rodas aro 20"	BA	Outubro	Pessoa Jurídica	2479	79
VANESSA	Rodas aro 21"	RR	Outubro	Pessoa Física	3200	76
RENATA	Rodas aro 22"	PR	Julho	Pessoa Física	3921	73
CAIO	Rodas aro 13"	MA	Janeiro	Pessoa Física	780	70
PRISCILA	Rodas aro 14"	AL	Abril	Pessoa Jurídica	980	70
MIRIAN	Rodas aro 15"	PE	Dezembro	Pessoa Jurídica	1020	68
MURILO	Rodas aro 16"	PI	Dezembro	Pessoa Jurídica	1340	67
ROBERTO	Rodas aro 17"	PB	Março	Pessoa Física	1870	67
MYSLAINE	Rodas aro 18"	MT	Dezembro	Pessoa Jurídica	1910	67
KATIA	Rodas aro 19"	MG	Julho	Pessoa Física	2240	67
VANESSA	Rodas aro 20"	RR	Setembro	Pessoa Física	2479	65
RENATA	Rodas aro 21"	SE	Novembro	Pessoa Física	3200	64
CAIO	Rodas aro 22"	AM	Março	Pessoa Jurídica	3921	64
PRISCILA	Rodas aro 13"	RR	Dezembro	Pessoa Jurídica	780	63
MIRIAN	Rodas aro 14"	RS	Outubro	Pessoa Jurídica	980	62
MURILO	Rodas aro 15"	RN	Fevereiro	Pessoa Física	1020	61
ROBERTO	Rodas aro 16"	RO	Agosto	Pessoa Jurídica	1340	61
MYSLAINE	Rodas aro 17"	RO	Outubro	Pessoa Física	1870	57
KATIA	Rodas aro 18"	AP	Dezembro	Pessoa Física	1910	57
VANESSA	Rodas aro 19"	SC	Setembro	Pessoa Física	2240	56
RENATA	Rodas aro 20"	PE	Dezembro	Pessoa Jurídica	2479	55
CAIO	Rodas aro 21"	SE	Maio	Pessoa Jurídica	3200	54
PRISCILA	Rodas aro 22"	BA	Março	Pessoa Jurídica	3921	49
MIRIAN	Rodas aro 13"	RO	Junho	Pessoa Física	780	48
MURILO	Rodas aro 14"	RJ	Setembro	Pessoa Jurídica	980	48
ROBERTO	Rodas aro 15"	AM	Setembro	Pessoa Física	1020	47
MYSLAINE	Rodas aro 16"	PA	Dezembro	Pessoa Física	1340	44
KATIA	Rodas aro 17"	MT	Maio	Pessoa Física	1870	42
VANESSA	Rodas aro 18"	MG	Abril	Pessoa Jurídica	1910	41
RENATA	Rodas aro 19"	AM	Setembro	Pessoa Jurídica	2240	37
CAIO	Rodas aro 20"	CE	Junho	Pessoa Jurídica	2479	35
PRISCILA	Rodas aro 21"	BA	Outubro	Pessoa Física	3200	34
MIRIAN	Rodas aro 22"	RJ	Julho	Pessoa Jurídica	3921	34
MURILO	Rodas aro 13"	RJ	Dezembro	Pessoa Física	780	33
ROBERTO	Rodas aro 14"	RS	Novembro	Pessoa Física	980	29
MYSLAINE	Rodas aro 15"	ES	Maio	Pessoa Física	1020	27
KATIA	Rodas aro 16"	MT	Fevereiro	Pessoa Jurídica	1340	26
VANESSA	Rodas aro 17"	TO	Janeiro	Pessoa Jurídica	1870	25
RENATA	Rodas aro 18"	AL	Maio	Pessoa Jurídica	1910	24
CAIO	Rodas aro 19"	MG	Julho	Pessoa Física	2240	24
PRISCILA	Rodas aro 20"	MT	Outubro	Pessoa Jurídica	2479	21
MIRIAN	Rodas aro 21"	MS	Setembro	Pessoa Física	3200	20
MURILO	Rodas aro 22"	DF	Janeiro	Pessoa Física	3921	19
ROBERTO	Rodas aro 13"	MG	Dezembro	Pessoa Física	780	16
MYSLAINE	Rodas aro 14"	RJ	Junho	Pessoa Jurídica	980	14
KATIA	Rodas aro 15"	PE	Janeiro	Pessoa Jurídica	1020	14
VANESSA	Rodas aro 16"	AC	Julho	Pessoa Jurídica	1340	13
RENATA	Rodas aro 17"	ES	Abril	Pessoa Física	1870	12
CAIO	Rodas aro 18"	PA	Janeiro	Pessoa Jurídica	1910	11
PRISCILA	Rodas aro 19"	SE	Outubro	Pessoa Física	2240	11
MIRIAN	Rodas aro 20"	TO	Janeiro	Pessoa Física	2479	11
MURILO	Rodas aro 21"	RN	Março	Pessoa Física	3200	11
ROBERTO	Rodas aro 22"	AC	Maio	Pessoa Jurídica	3921	10
MYSLAINE	Rodas aro 13"	RO	Maio	Pessoa Jurídica	780	10
KATIA	Rodas aro 14"	AL	Junho	Pessoa Jurídica	980	9
VANESSA	Rodas aro 15"	PA	Novembro	Pessoa Física	1020	9
RENATA	Rodas aro 16"	RS	Abril	Pessoa Jurídica	1340	8
CAIO	Rodas aro 17"	RR	Outubro	Pessoa Física	1870	5
PRISCILA	Rodas aro 18"	AP	Dezembro	Pessoa Física	1910	4
MIRIAN	Rodas aro 19"	SP	Outubro	Pessoa Física	2240	3
MURILO	Rodas aro 20"	SC	Janeiro	Pessoa Jurídica	2479	110
ROBERTO	Rodas aro 21"	PI	Maio	Pessoa Jurídica	3200	110
MYSLAINE	Rodas aro 22"	ES	Outubro	Pessoa Jurídica	3921	105
KATIA	Rodas aro 13"	MT	Janeiro	Pessoa Física	780	105
VANESSA	Rodas aro 14"	RS	Junho	Pessoa Jurídica	980	104
RENATA	Rodas aro 15"	MG	Março	Pessoa Física	1020	103
CAIO	Rodas aro 16"	MT	Fevereiro	Pessoa Física	1340	102
PRISCILA	Rodas aro 17"	ES	Abril	Pessoa Física	1870	102
MIRIAN	Rodas aro 18"	RJ	Abril	Pessoa Jurídica	1910	102
MURILO	Rodas aro 19"	AC	Agosto	Pessoa Jurídica	2240	99
ROBERTO	Rodas aro 20"	RN	Setembro	Pessoa Jurídica	2479	99
MYSLAINE	Rodas aro 21"	RS	Dezembro	Pessoa Física	3200	99
KATIA	Rodas aro 22"	AC	Abril	Pessoa Jurídica	3921	98
VANESSA	Rodas aro 13"	SC	Janeiro	Pessoa Física	780	97
RENATA	Rodas aro 14"	AC	Fevereiro	Pessoa Física	980	97
CAIO	Rodas aro 15"	GO	Setembro	Pessoa Física	1020	90
PRISCILA	Rodas aro 16"	AL	Junho	Pessoa Jurídica	1340	89
MIRIAN	Rodas aro 17"	MG	Novembro	Pessoa Jurídica	1870	89
MURILO	Rodas aro 18"	SP	Maio	Pessoa Jurídica	1910	88
ROBERTO	Rodas aro 19"	MA	Maio	Pessoa Física	2240	88
MYSLAINE	Rodas aro 20"	MS	Dezembro	Pessoa Jurídica	2479	87
KATIA	Rodas aro 21"	RR	Novembro	Pessoa Física	3200	87
VANESSA	Rodas aro 22"	AP	Junho	Pessoa Física	3921	86
RENATA	Rodas aro 13"	PB	Janeiro	Pessoa Física	780	85
CAIO	Rodas aro 14"	PA	Dezembro	Pessoa Jurídica	980	79
PRISCILA	Rodas aro 15"	RR	Maio	Pessoa Jurídica	1020	78
MIRIAN	Rodas aro 16"	DF	Abril	Pessoa Jurídica	1340	76
MURILO	Rodas aro 17"	PB	Novembro	Pessoa Física	1870	75
ROBERTO	Rodas aro 18"	RR	Maio	Pessoa Jurídica	1910	75
MYSLAINE	Rodas aro 19"	AL	Maio	Pessoa Física	2240	73
KATIA	Rodas aro 20"	SC	Novembro	Pessoa Física	2479	72
VANESSA	Rodas aro 21"	GO	Setembro	Pessoa Física	3200	71
RENATA	Rodas aro 22"	SP	Agosto	Pessoa Jurídica	3921	70
CAIO	Rodas aro 13"	RS	Junho	Pessoa Jurídica	780	68
PRISCILA	Rodas aro 14"	PB	Janeiro	Pessoa Jurídica	980	67
MIRIAN	Rodas aro 15"	MG	Dezembro	Pessoa Física	1020	66
MURILO	Rodas aro 16"	BA	Julho	Pessoa Jurídica	1340	64
ROBERTO	Rodas aro 17"	SP	Dezembro	Pessoa Física	1870	62
MYSLAINE	Rodas aro 18"	PI	Junho	Pessoa Física	1910	62
KATIA	Rodas aro 19"	RS	Maio	Pessoa Física	2240	61
VANESSA	Rodas aro 20"	MA	Outubro	Pessoa Jurídica	2479	61
RENATA	Rodas aro 21"	MA	Janeiro	Pessoa Jurídica	3200	60
CAIO	Rodas aro 22"	RR	Fevereiro	Pessoa Jurídica	3921	59
PRISCILA	Rodas aro 13"	BA	Setembro	Pessoa Física	780	58
MIRIAN	Rodas aro 14"	ES	Julho	Pessoa Jurídica	980	57
MURILO	Rodas aro 15"	GO	Agosto	Pessoa Física	1020	56
ROBERTO	Rodas aro 16"	DF	Agosto	Pessoa Física	1340	55
MYSLAINE	Rodas aro 17"	AM	Novembro	Pessoa Física	1870	50
KATIA	Rodas aro 18"	MS	Junho	Pessoa Jurídica	1910	50
VANESSA	Rodas aro 19"	PA	Abril	Pessoa Jurídica	2240	49
RENATA	Rodas aro 20"	MT	Fevereiro	Pessoa Jurídica	2479	47
CAIO	Rodas aro 21"	PE	Maio	Pessoa Física	3200	40
PRISCILA	Rodas aro 22"	ES	Julho	Pessoa Jurídica	3921	37
MIRIAN	Rodas aro 13"	PI	Maio	Pessoa Física	780	35
MURILO	Rodas aro 14"	MA	Julho	Pessoa Física	980	34
ROBERTO	Rodas aro 15"	CE	Janeiro	Pessoa Física	1020	34
MYSLAINE	Rodas aro 16"	AC	Agosto	Pessoa Jurídica	1340	33
KATIA	Rodas aro 17"	AL	Janeiro	Pessoa Jurídica	1870	33
VANESSA	Rodas aro 18"	PI	Outubro	Pessoa Jurídica	1910	29
RENATA	Rodas aro 19"	ES	Dezembro	Pessoa Física	2240	27
CAIO	Rodas aro 20"	RR	Julho	Pessoa Jurídica	2479	25
PRISCILA	Rodas aro 21"	MS	Dezembro	Pessoa Física	3200	25
MIRIAN	Rodas aro 22"	MA	Julho	Pessoa Física	3921	19
MURILO	Rodas aro 13"	TO	Abril	Pessoa Física	780	17
ROBERTO	Rodas aro 14"	PI	Março	Pessoa Jurídica	980	17
MYSLAINE	Rodas aro 15"	SC	Julho	Pessoa Jurídica	1020	16
KATIA	Rodas aro 16"	PR	Setembro	Pessoa Jurídica	1340	13
VANESSA	Rodas aro 17"	MS	Junho	Pessoa Física	1870	12
RENATA	Rodas aro 18"	PE	Março	Pessoa Jurídica	1910	11
CAIO	Rodas aro 19"	MS	Outubro	Pessoa Física	2240	11
PRISCILA	Rodas aro 20"	GO	Junho	Pessoa Física	2479	10
MIRIAN	Rodas aro 21"	GO	Novembro	Pessoa Física	3200	4
MURILO	Rodas aro 22"	RN	Agosto	Pessoa Jurídica	3921	4
ROBERTO	Rodas aro 13"	TO	Junho	Pessoa Jurídica	780	4
MYSLAINE	Rodas aro 14"	RN	Novembro	Pessoa Jurídica	980	3
KATIA	Rodas aro 15"	PE	Abril	Pessoa Física	1020	2
VANESSA	Rodas aro 16"	RJ	Setembro	Pessoa Jurídica	1340	110
RENATA	Rodas aro 17"	PI	Setembro	Pessoa Física	1870	110
CAIO	Rodas aro 18"	RO	Fevereiro	Pessoa Física	1910	105
PRISCILA	Rodas aro 19"	PI	Abril	Pessoa Física	2240	105
MIRIAN	Rodas aro 20"	ES	Novembro	Pessoa Jurídica	2479	104
MURILO	Rodas aro 21"	SC	Novembro	Pessoa Jurídica	3200	104
ROBERTO	Rodas aro 22"	TO	Junho	Pessoa Jurídica	3921	99
MYSLAINE	Rodas aro 13"	PI	Junho	Pessoa Física	780	98
KATIA	Rodas aro 14"	PR	Julho	Pessoa Jurídica	980	97
VANESSA	Rodas aro 15"	MG	Fevereiro	Pessoa Física	1020	96
RENATA	Rodas aro 16"	SE	Janeiro	Pessoa Física	1340	93
CAIO	Rodas aro 17"	TO	Novembro	Pessoa Física	1870	92
PRISCILA	Rodas aro 18"	TO	Janeiro	Pessoa Jurídica	1910	92
MIRIAN	Rodas aro 19"	MA	Outubro	Pessoa Jurídica	2240	91
MURILO	Rodas aro 20"	PR	Dezembro	Pessoa Jurídica	2479	91
ROBERTO	Rodas aro 21"	AP	Outubro	Pessoa Física	3200	89
MYSLAINE	Rodas aro 22"	MT	Abril	Pessoa Jurídica	3921	89
KATIA	Rodas aro 13"	BA	Novembro	Pessoa Física	780	86
VANESSA	Rodas aro 14"	AL	Março	Pessoa Física	980	86
RENATA	Rodas aro 15"	MT	Outubro	Pessoa Física	1020	86
CAIO	Rodas aro 16"	CE	Janeiro	Pessoa Jurídica	1340	86
PRISCILA	Rodas aro 17"	MA	Julho	Pessoa Jurídica	1870	85
MIRIAN	Rodas aro 18"	RO	Outubro	Pessoa Jurídica	1910	84
MURILO	Rodas aro 19"	CE	Julho	Pessoa Física	2240	83
ROBERTO	Rodas aro 20"	AL	Julho	Pessoa Jurídica	2479	83
MYSLAINE	Rodas aro 21"	PR	Dezembro	Pessoa Física	3200	81
KATIA	Rodas aro 22"	MS	Abril	Pessoa Física	3921	81
VANESSA	Rodas aro 13"	PE	Fevereiro	Pessoa Física	780	80
RENATA	Rodas aro 14"	MS	Junho	Pessoa Jurídica	980	80
CAIO	Rodas aro 15"	SP	Maio	Pessoa Jurídica	1020	77
PRISCILA	Rodas aro 16"	MG	Novembro	Pessoa Jurídica	1340	76
MIRIAN	Rodas aro 17"	GO	Fevereiro	Pessoa Física	1870	76
MURILO	Rodas aro 18"	MA	Dezembro	Pessoa Jurídica	1910	73
ROBERTO	Rodas aro 19"	SC	Junho	Pessoa Física	2240	73
MYSLAINE	Rodas aro 20"	ES	Janeiro	Pessoa Física	2479	72
KATIA	Rodas aro 21"	TO	Janeiro	Pessoa Física	3200	67
VANESSA	Rodas aro 22"	AC	Setembro	Pessoa Jurídica	3921	67
RENATA	Rodas aro 13"	DF	Março	Pessoa Jurídica	780	67
CAIO	Rodas aro 14"	MA	Janeiro	Pessoa Jurídica	980	66
PRISCILA	Rodas aro 15"	RO	Novembro	Pessoa Física	1020	64
MIRIAN	Rodas aro 16"	MS	Março	Pessoa Jurídica	1340	64
MURILO	Rodas aro 17"	RS	Junho	Pessoa Física	1870	58
ROBERTO	Rodas aro 18"	DF	Junho	Pessoa Física	1910	58
MYSLAINE	Rodas aro 19"	AC	Junho	Pessoa Física	2240	57
KATIA	Rodas aro 20"	MG	Outubro	Pessoa Jurídica	2479	55
VANESSA	Rodas aro 21"	RN	Dezembro	Pessoa Jurídica	3200	54
RENATA	Rodas aro 22"	SC	Setembro	Pessoa Jurídica	3921	54
CAIO	Rodas aro 13"	AP	Junho	Pessoa Física	780	54
PRISCILA	Rodas aro 14"	AM	Fevereiro	Pessoa Jurídica	980	54
MIRIAN	Rodas aro 15"	PR	Maio	Pessoa Física	1020	52
MURILO	Rodas aro 16"	DF	Dezembro	Pessoa Física	1340	51
ROBERTO	Rodas aro 17"	RS	Julho	Pessoa Física	1870	48
MYSLAINE	Rodas aro 18"	RS	Julho	Pessoa Jurídica	1910	45
KATIA	Rodas aro 19"	SE	Março	Pessoa Jurídica	2240	45
VANESSA	Rodas aro 20"	PE	Março	Pessoa Jurídica	2479	45
RENATA	Rodas aro 21"	DF	Janeiro	Pessoa Física	3200	43
CAIO	Rodas aro 22"	MG	Abril	Pessoa Jurídica	3921	42
PRISCILA	Rodas aro 13"	TO	Janeiro	Pessoa Física	780	42
MIRIAN	Rodas aro 14"	RS	Outubro	Pessoa Física	980	41
MURILO	Rodas aro 15"	PR	Julho	Pessoa Física	1020	40
ROBERTO	Rodas aro 16"	PB	Junho	Pessoa Jurídica	1340	38
MYSLAINE	Rodas aro 17"	DF	Junho	Pessoa Jurídica	1870	37
KATIA	Rodas aro 18"	AC	Abril	Pessoa Jurídica	1910	34
VANESSA	Rodas aro 19"	SE	Junho	Pessoa Física	2240	33
RENATA	Rodas aro 20"	RR	Julho	Pessoa Jurídica	2479	31
CAIO	Rodas aro 21"	MT	Outubro	Pessoa Física	3200	31
PRISCILA	Rodas aro 22"	SE	Maio	Pessoa Física	3921	31
MIRIAN	Rodas aro 13"	ES	Junho	Pessoa Física	780	30
MURILO	Rodas aro 14"	PE	Julho	Pessoa Jurídica	980	30
ROBERTO	Rodas aro 15"	PR	Setembro	Pessoa Jurídica	1020	27
MYSLAINE	Rodas aro 16"	RO	Setembro	Pessoa Jurídica	1340	26
KATIA	Rodas aro 17"	SC	Setembro	Pessoa Física	1870	26
VANESSA	Rodas aro 18"	BA	Junho	Pessoa Jurídica	1910	22
RENATA	Rodas aro 19"	RR	Março	Pessoa Física	2240	21
CAIO	Rodas aro 20"	AM	Dezembro	Pessoa Física	2479	21
PRISCILA	Rodas aro 21"	BA	Abril	Pessoa Física	3200	21
MIRIAN	Rodas aro 22"	MT	Maio	Pessoa Jurídica	3921	21
MURILO	Rodas aro 13"	PE	Maio	Pessoa Jurídica	780	21
ROBERTO	Rodas aro 14"	RN	Agosto	Pessoa Jurídica	980	19
MYSLAINE	Rodas aro 15"	PI	Março	Pessoa Física	1020	18
KATIA	Rodas aro 16"	MT	Abril	Pessoa Jurídica	1340	18
VANESSA	Rodas aro 17"	AC	Fevereiro	Pessoa Física	1870	18
RENATA	Rodas aro 18"	CE	Agosto	Pessoa Física	1910	16
CAIO	Rodas aro 19"	MG	Março	Pessoa Física	2240	15
PRISCILA	Rodas aro 20"	PA	Agosto	Pessoa Jurídica	2479	14
MIRIAN	Rodas aro 21"	DF	Dezembro	Pessoa Jurídica	3200	11
MURILO	Rodas aro 22"	SC	Março	Pessoa Jurídica	3921	10
ROBERTO	Rodas aro 13"	SP	Março	Pessoa Física	780	9
MYSLAINE	Rodas aro 14"	PE	Janeiro	Pessoa Jurídica	980	8
KATIA	Rodas aro 15"	MG	Abril	Pessoa Física	1020	8
VANESSA	Rodas aro 16"	MG	Junho	Pessoa Física	1340	8
RENATA	Rodas aro 17"	AP	Abril	Pessoa Física	1870	8
CAIO	Rodas aro 18"	MT	Julho	Pessoa Jurídica	1910	7
PRISCILA	Rodas aro 19"	PI	Julho	Pessoa Jurídica	2240	4
MIRIAN	Rodas aro 20"	AM	Março	Pessoa Jurídica	2479	3
MURILO	Rodas aro 21"	SE	Dezembro	Pessoa Física	3200	3
ROBERTO	Rodas aro 22"	MA	Agosto	Pessoa Jurídica	3921	3
MYSLAINE	Rodas aro 13"	CE	Fevereiro	Pessoa Física	780	2
KATIA	Rodas aro 14"	RR	Agosto	Pessoa Física	980	2
